type	date	text	polarity	subjectivity	username	location	lat long formula	geo	follower count	retweets	favorites
Dog Image	Sat Apr 09 00:08:54 +0000 2016	RT @S9oulll: Avi cause the dog filter kinda lit https://t.co/l92sJVtJpj	0	0	xoxo_laa	"St Paul, MN"	"44.9504037, -93.1015025"	"44.9504037, -93.1015025"	70	0	1
Petco	Sat Apr 16 21:55:45 +0000 2016	"RT @Petco: @DrunkenTweetGal We appreciate your care for the animals - we feel the same way! As such, Holmes is no longer a s... https://t.cÉ??"	0	0.3125	DrunkenTweetGal	"St Paul, MN"	"44.9504037, -93.1015025"	"44.9504037, -93.1015025"	889	0	0
Rescue Dog	Mon Apr 11 23:53:52 +0000 2016	Rescue Dog https://t.co/TdVT2U4kIZ	0	0	Sarah__Reynolds	"St. Paul, Minnesota"	"44.9504037, -93.1015025"	"44.9504037, -93.1015025"	245	0	0
At Chewy	Fri Apr 08 19:36:35 +0000 2016	RT @Chewy: It's Friday and you can win your favorite Halo Treats! RT &amp; Follow for your chance to win! #FreebieFriday #Contest https://t.co/É??	0.808333333	0.6	Spoden28	"Maplewood, MN"	"44.9530215, -92.9952152"	"44.9530215, -92.9952152"	374	0	1
At Chewy	Fri Apr 15 20:46:27 +0000 2016	RT @Chewy: Happy Friday! Want to win Dogswell treats for your pup? RT &amp; follow for your chance to win! #FreebieFriday https://t.co/SLz7HGBdÉ??	0.933333333	0.6	Spoden28	"Maplewood, MN"	"44.9530215, -92.9952152"	"44.9530215, -92.9952152"	381	0	0
Dog Park	Tue Apr 12 23:50:57 +0000 2016	"My true home (@ Weston Dog Park in Schofield, WI) https://t.co/t6d8TYVKHy"	0.35	0.65	CitizenDino	"Wausau, Wi"	"44.9596017, -89.6298238"	"44.9596017, -89.6298238"		109	
Dog Treats	Fri Apr 15 23:19:53 +0000 2016	RT @indeedbrewing: It's Friday! Grab your furry friend &amp; hit up our dog friendly patio for fun in the sun. Water &amp; dog treats included. httÉ??	0.3375	0.35	sblanchard37	"Wausau, WI"	"44.9596017, -89.6298238"	"44.9596017, -89.6298238"		58	
Pet Food	Tue Apr 12 23:47:03 +0000 2016	"Because animals are spoiled (@ Chuck &amp; Don's Pet Food Outlet in Mahtomedi, MN) https://t.co/3A3Opibx7e"	0	0	canisrufus	"Oakdale, MN, USA"	"44.9630216, -92.964936"	"44.9630216, -92.964936"	3231	6	0
Dog Food	Tue Apr 12 23:55:46 +0000 2016	"@BubbaRadio my neighbor just got a kitten, my daughter now wants one too...it would be dog food... :/"	-0.025	0.55	rmklimmek	Minneapolis	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	2975	0	0
Dog Park	Sat Apr 09 23:40:38 +0000 2016	RT @TheMarsGen: Space cadets @pippinandlucy are getting ready for the #TrainLikeAMartian challenge by running at the dog park today! https:É??	0.25	0.5	PippinandLucy	Minneapolis	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	212	0	0
Dog Park	Sun Apr 10 23:26:07 +0000 2016	getting comically bowled over by two dogs chasing each other at the dog park is kind of the bast bad thing that can happen to you	0.06875	0.735416667	keithpille	Minneapolis	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	143	14	0
At Petsmart	Sun Apr 10 22:41:26 +0000 2016	deciding between @bubblypaws &amp; #Petropawlis to get our pup groomed... after not bad experiences at @PetSmart it's time for a change. ??ê?	0.35	0.666666667	emmabica	"Minneapolis, MN"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	253	0	0
Dog Image	Tue Apr 12 00:51:45 +0000 2016	RT @inthehenhouse: My friends were hit&amp;their dog jumped out the broken window&amp;got lost. If you see him pls call his owners 323-597-6512 httÉ??	-0.4	0.4	inieis09	"Minneapolis, MN"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	472	0	0
Dog Park	Fri Apr 08 02:02:57 +0000 2016	@pbehjatnia1 @Tessa_Dawn_Park @missuhappybird @GeorgeHasTo @stopicwamisuse :it's over - get a pet or dog to worry about - she was not theirs	0	0	JDs_Magick_Lab	"Minneapolis, MN"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	1390	0	0
Dog Park	Fri Apr 08 01:48:35 +0000 2016	@pbehjatnia1 @missuhappybird @Tessa_Dawn_Park @GeorgeHasTo @stopicwamisuse :and your malignant thought til my last breath - get a dog	0	0.066666667	JDs_Magick_Lab	"Minneapolis, MN"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	156	0	0
Dog Treats	Fri Apr 08 00:00:36 +0000 2016	"RT @ItsJanShiva: Ordered a #cake 4 my #birthday &amp; #NORI got a sample of delicious #dog biscuits.
#thanks for the #treats @SusieCakes https:É??"	0.6	0.6	lQDaitallicaG4	"Minneapolis, MN"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	133	0	0
Pet Food	Sat Apr 09 21:05:18 +0000 2016	Do you remember 3 Little Kittens cat food by @GeneralMills? Visit #PetsHHM show at HHM for more local pet history! https://t.co/oaWNspvtV5	0.104166667	0.333333333	HennHistMuseum	"Minneapolis, MN"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	181	0	0
Petsmart	Sun Apr 10 22:41:26 +0000 2016	deciding between @bubblypaws &amp; #Petropawlis to get our pup groomed... after not bad experiences at @PetSmart it's time for a change. ??ê?	0.35	0.666666667	emmabica	"Minneapolis, MN"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	175	0	0
Dog Park	Sat Apr 09 23:12:56 +0000 2016	"Yo mn peeps, anyone around to come to the dog park with me? I rly need to get Darcy some exerciseÉ??"	0	0	bessyboo	"Minneapolis, MN, USA"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	2975	0	0
Dog Park	Tue Apr 12 00:36:42 +0000 2016	#DarcyDog found a Dane friend at the dog park!! cc @redoliphaunt @ Lake of the Isles Dog Park https://t.co/FfC7nQQOlm	0	0	bessyboo	"Minneapolis, MN, USA"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	472	0	0
Dog Park	Tue Apr 12 00:04:59 +0000 2016	I just checked in at Gateway Dog Park - Off-Leash Play Area on #Yelp and earned the Unleashed badge! https://t.co/sAwICynhBm	0	0	bessyboo	"Minneapolis, MN, USA"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	175	0	0
Dog Park	Tue Apr 12 00:04:51 +0000 2016	I checked in at Gateway Dog Park - Off-Leash Play Area on #Yelp https://t.co/pmdcUUh1LR	0	0	bessyboo	"Minneapolis, MN, USA"	"44.9772995, -93.2654691"	"44.9772995, -93.2654691"	2975	0	0
At Pet Supplies Plus	Sat Apr 09 15:48:26 +0000 2016	Went to @petsuppliesplus this morning for 3 different kinds of food (#pickykitties) and some new @JacksonGalaxy toys. Cats fed and resting.	0.068181818	0.527272727	LovinItWickless	"Roseville, MI"	"45.0060767, -93.1566106"	"45.0060767, -93.1566106"	239	0	0
At Pet Supplies Plus	Sat Apr 09 15:48:26 +0000 2016	Went to @petsuppliesplus this morning for 3 different kinds of food (#pickykitties) and some new @JacksonGalaxy toys. Cats fed and resting.	0.068181818	0.527272727	LovinItWickless	"Roseville, MI"	"45.0060767, -93.1566106"	"45.0060767, -93.1566106"	169	36	0
At Pet Supplies Plus	Sat Apr 09 15:48:26 +0000 2016	Went to @petsuppliesplus this morning for 3 different kinds of food (#pickykitties) and some new @JacksonGalaxy toys. Cats fed and resting.	0.068181818	0.527272727	LovinItWickless	"Roseville, MI"	"45.0060767, -93.1566106"	"45.0060767, -93.1566106"	755	36	0
At Pet Supplies Plus	Sat Apr 09 15:48:26 +0000 2016	Went to @petsuppliesplus this morning for 3 different kinds of food (#pickykitties) and some new @JacksonGalaxy toys. Cats fed and resting.	0.068181818	0.527272727	LovinItWickless	"Roseville, MI"	"45.0060767, -93.1566106"	"45.0060767, -93.1566106"	38	0	0
At Pet Supplies Plus	Wed Apr 13 20:03:01 +0000 2016	RT @petsuppliesplus: ROUND 9 #Dog vs. #Cat: #IfItFitsISits! Tweet a photo of your dog or cat in their favorite nook or cranny by 4/15. httpÉ??	0.125	0.7	LovinItWickless	"Roseville, MI"	"45.0060767, -93.1566106"	"45.0060767, -93.1566106"	239	0	0
At Pet Supplies Plus	Wed Apr 13 20:03:01 +0000 2016	RT @petsuppliesplus: ROUND 9 #Dog vs. #Cat: #IfItFitsISits! Tweet a photo of your dog or cat in their favorite nook or cranny by 4/15. httpÉ??	0.125	0.7	LovinItWickless	"Roseville, MI"	"45.0060767, -93.1566106"	"45.0060767, -93.1566106"	140	8	0
At Chewy	Fri Apr 15 20:38:32 +0000 2016	RT @Chewy: Happy Friday! Want to win Dogswell treats for your pup? RT &amp; follow for your chance to win! #FreebieFriday https://t.co/SLz7HGBdÉ??	0.933333333	0.6	lisaro82	"Antigo, WI"	"45.1402451, -89.1523352"	"45.1402451, -89.1523352"	282	467	0
Dog Image	Sat Apr 09 00:09:00 +0000 2016	RT @WORLDSTARC0MEDY: LOOK AT THIS DOG HALF WEINER DOG &amp; HALF PIT BULL https://t.co/LjM9h87zrm	-0.166666667	0.166666667	OrionFournier	"Blaine, MN"	"45.1607987, -93.2349488"	"45.1607987, -93.2349488"	203	0	0
Pet Food	Wed Apr 13 21:58:27 +0000 2016	"I'm at Chuck &amp; Don's Pet Food Outlet in Minneapolis, MN https://t.co/pC73BVbYG8"	0	0	kristywhiffen	"Champlin, MN"	"45.1888539, -93.3974537"	"45.1888539, -93.3974537"	35	0	0
Dog Park	Wed Apr 13 23:13:08 +0000 2016	RT @Sun_Daze_11: Need help! By PIR! Gracie is lost. Sweet terrier. Slipped out of dog park via hole in fence! Help!!! #lostgracie https://tÉ??	0.854492188	0.65	PinkGjerning	"Lake Oswego, Oregon"	"45.4206749, -122.6706497"	"45.4206749, -122.6706497"	177	0	0
Puppy Image	Mon Apr 11 00:16:33 +0000 2016	RT @fido4e: Back Talking Bulldog Puppy Is Not Getting Out of Bed--Not Even For Bacon - https://t.co/jw4qvr4mRH https://t.co/HkWUc04rK9	0	0	rheytah	"Ottawa, Canada"	"45.4210328, -75.6900218"	"45.4210328, -75.6900218"	232	0	0
Rescue Dog	Tue Apr 12 23:38:51 +0000 2016	"AND THIS!!!  This Saturday! 
In support of Ottawa Dog Rescue ! 
Check out #turnup4pups 2016. Hosted by The Cabin... https://t.co/tOoomYc14z"	0	0	cricketandco	"Ottawa, ON"	"45.4210328, -75.6900218"	"45.4210328, -75.6900218"	3014	0	0
Rescue Dog	Sat Apr 16 00:21:34 +0000 2016	RT @HashtagCuteness: WARNING: These rescue dog transformations are going to make you ball your eyes out!  https://t.co/qUuHzD1Rn3 https://tÉ??	0	0	OttawaDogRescue	"Ottawa, Ontario, Canada"	"45.4210328, -75.6900218"	"45.4210328, -75.6900218"	21977	0	0
Pet Food	Fri Apr 15 22:52:02 +0000 2016	Taste of the Wild Pet Food recently introduced a Venison specific formula called Pine Forest and it's on sale all... https://t.co/KknF6cfNdb	0.033333333	0.258333333	westernpetpdx	"Raleigh Hills, Portland OR"	"45.4870222, -122.7401948"	"45.4870222, -122.7401948"	471	68	0
Taste of the Wild	Fri Apr 15 22:52:02 +0000 2016	Taste of the Wild Pet Food recently introduced a Venison specific formula called Pine Forest and it's on sale all... https://t.co/KknF6cfNdb	0.033333333	0.258333333	westernpetpdx	"Raleigh Hills, Portland OR"	"45.4870222, -122.7401948"	"45.4870222, -122.7401948"	322	68	0
Dog Park	Wed Apr 13 05:00:16 +0000 2016	Dog dies hours after walk through Forest Grove park. https://t.co/AkPQ4KG9Or https://t.co/4OuRvcie6M	0	0	fox12oregon	"Beaverton, OR"	"45.4871723, -122.8037803"	"45.4871723, -122.8037803"	512	278	0
Pet Food	Tue Apr 12 23:42:21 +0000 2016	"From treats, to toys, to food, Pet Pros has everything you need to pamper your pet!  This local pet shop is only... https://t.co/nuTOV3x0oY"	0	0.5	arborcreekor	"Beaverton, OR"	"45.4871723, -122.8037803"	"45.4871723, -122.8037803"	424	278	0
Natural Balance	Mon Apr 11 13:53:00 +0000 2016	QUIZ: How Alike Are You And Your Dog? https://t.co/cyYi6cjhBf	0	0	k911transport	Montreal	"45.5087928, -73.5539819"	"45.5087928, -73.5539819"	120	1	0
Natural Balance	Mon Apr 11 13:53:00 +0000 2016	QUIZ: How Alike Are You And Your Dog? https://t.co/cyYi6cjhBf	0	0	k911transport	Montreal	"45.5087928, -73.5539819"	"45.5087928, -73.5539819"	2992	1	1
Pet Food	Wed Apr 13 23:23:58 +0000 2016	RT @Cornucopia_Inst: #Report sheds light on #petfood industry &amp; questionable ingredients: https://t.co/XYwcAEpVLu #catlovers #doglovers httÉ??	-0.05	0.85	NOtoGMOs	Montreal	"45.5087928, -73.5539819"	"45.5087928, -73.5539819"	231	0	1
Puppy Image	Sat Apr 16 21:49:26 +0000 2016	RT @StuCowan1: My column on #Habs big puppy Mike McCarron continuing to grow with @IceCapsAHL #HabsIO: https://t.co/Yspu57C7KZ https://t.coÉ??	0	0.1	HabsIO	"Montreal, QC CANADA"	"45.5087928, -73.5539819"	"45.5087928, -73.5539819"	573	2	0
Dog Park	Thu Apr 14 00:05:58 +0000 2016	RT @fox12oregon: Dog dies hours after walk through Forest Grove park. https://t.co/AkPQ4KG9Or https://t.co/4OuRvcie6M	0	0	MendozaNiomi	"Cornelius, OR"	"45.5198001, -123.0556201"	"45.5198001, -123.0556201"	474	1	3
Pet Food	Fri Apr 08 23:18:51 +0000 2016	RT @CoolPetVideo: Pet Bird Food Treats Wild Oats and Banksia Guys -  https://t.co/tGc4dXyyJf	0.1	0.4	ShotboltCamille	Portland	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	178	0	0
Pet Food	Fri Apr 08 23:01:38 +0000 2016	RT @CoolPetVideo: Pet Bird Food Treats Wild Oats and Banksia Guys -  https://t.co/tGc4dXyyJf	0.1	0.4	berkhead_lori	Portland	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	1006	0	0
Puppy Image	Wed Apr 13 00:12:16 +0000 2016	RT @thefemaleboook: Having a bad day? Here's a puppy eating a banana ??ç? https://t.co/yt5Hi4342Y	-0.7	0.666666667	Minnichnjg	Portland	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	187	0	0
Rescue Dog	Tue Apr 12 23:17:56 +0000 2016	RT https://t.co/J0hcKrkAe3 Nervous Bride Wrong Groom Telepathic Rescue Dog @RaineEnglish #MagicalWeddings #TW4RW É?? http://amzn.	-0.5	0.9	mjathols	Portland	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	178	0	0
Natural Dog Food	Sat Apr 09 00:34:16 +0000 2016	https://t.co/kUozxTcf0Z	0	0	UrLifeSuccess	Portland Oregon	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	187	0	0
Natural Dog Food	Sat Apr 09 00:34:16 +0000 2016	https://t.co/kUozxTcf0Z	0	0	UrLifeSuccess	Portland Oregon	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	12	2487	0
At Chewy	Sun Apr 10 16:20:16 +0000 2016	Our @chewy box arrived yesterday! Were bringing goodies from #chewyboxlove with us hiking!É?? https://t.co/0PFvMQMwOm	0	0	christycaplan	"Portland, OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	916	2	0
At Chewy	Mon Apr 11 03:42:26 +0000 2016	@Chewy @MerrickPetCare Thank you! We had a blast! Well be posting pics to the blog this week! That jerky came in handy Éù?	0.6	0.9	christycaplan	"Portland, OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	178	0	0
At Chewy	Sun Apr 10 16:20:16 +0000 2016	Our @chewy box arrived yesterday! Were bringing goodies from #chewyboxlove with us hiking!É?? https://t.co/0PFvMQMwOm	0	0	christycaplan	"Portland, OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	187	0	0
At Chewy	Tue Apr 12 22:56:32 +0000 2016	@MerrickPetCare @Chewy we absolutely love the jerky!	0.625	0.6	christycaplan	"Portland, OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	831	1	0
At Chewy	Tue Apr 12 21:26:33 +0000 2016	"https://t.co/r47J3Mgz0M This post looks at our Treat Journal, thanks @Chewy @MerrickPetCare #chewy #dogsoftwitter https://t.co/yaD4uKT0nT"	0.2	0.2	christycaplan	"Portland, OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	17	0	0
At Petco	Tue Apr 12 00:25:40 +0000 2016	"I'm at @Petco in Beaverton, OR https://t.co/v6Efy22ymi"	0	0	DestinyTopolski	"Portland, OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	444	473	0
Dog Food	Sat Apr 09 00:06:29 +0000 2016	My Little Everything??ê? #dog #???? #cute #bestfriends #fitness #model #wcw #gains #shreded #absgirls #RHB #food #vegan #m https://t.co/q136GjqWOL	0.15625	0.75	souza_fitness	"Portland, OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	333	543	0
Dog Park	Fri Apr 08 01:50:39 +0000 2016	"Up at 5am to a hungry dog, cool morning air ride to work, work-things, ride uphill home, dog walk to the park, code for a bit, then SLEEP"	0.35	0.65	fignewtron	"Portland, OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	1151	1	0
Dog Park	Fri Apr 15 23:26:00 +0000 2016	"@MatthewBogart yes, or go to a dog park and doodle dogs there, but yes you can get a dog too."	0	0	crystald_ayala	"Portland, Or"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	187	0	0
Petco	Tue Apr 12 00:25:40 +0000 2016	"I'm at @Petco in Beaverton, OR https://t.co/v6Efy22ymi"	0	0	DestinyTopolski	"Portland, OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	178	0	0
Rescue Dog	Tue Apr 12 23:52:15 +0000 2016	Dog Who Lost His Leg And Family Just Keeps Wagging His Tail https://t.co/cApIx4cAAM	0	0	Lindsey_McBride	"Portland, Ore."	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	356	0	0
At Chewy	Fri Apr 08 21:56:31 +0000 2016	RT @Chewy: It's Friday and you can win your favorite Halo Treats! RT &amp; Follow for your chance to win! #FreebieFriday #Contest https://t.co/É??	0.808333333	0.6	ShiethaP	"Portland, oregon"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	187	0	0
At Chewy	Wed Apr 13 22:18:03 +0000 2016	@MHanson62 @HamiltonPug @Chewy Ham would NEVER do that. #pugchat	0	0	marilynwinders	"Portland, Oregon"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	187	0	0
At Chewy	Wed Apr 13 22:17:22 +0000 2016	"RT @MHanson62: @HamiltonPug @marilynwinders @Chewy 
You're not leading us down the garden path, are you, Ham?"	-0.155555556	0.288888889	marilynwinders	"Portland, Oregon"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	178	0	0
At Chewy	Wed Apr 13 22:15:29 +0000 2016	"RT @HamiltonPug: #PugChat Hints! Road trips, greetings, suitcases, mealtime, nicknames! Get your photos ready! @chewy has prizes. 7pm httpsÉ??"	0.25	0.5	marilynwinders	"Portland, Oregon"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	394	696	0
At Petsmart	Sun Apr 10 21:27:33 +0000 2016	Go to @PetSmart for them to give my dog a bath and they lose his collar with all his tags. #NeverAgain	0	0	JR503PDX	"Portland, Oregon"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	274	23	0
Dog Park	Fri Apr 15 23:15:54 +0000 2016	RT @annalysalowe: I took my dog to the park and I basically played fetch with myself	0	0	KennethKlowe	"Portland, Oregon"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	187	0	0
Pet Food	Fri Apr 08 02:45:44 +0000 2016	RT @Ibycter: Our Texas widows are fat and happy as a result of Southern California's awesome pet food selections. #SpiderTrip2016 https://tÉ??	0.6	0.666666667	ZotBakingCo	"Portland, Oregon"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	931	3814	0
At Petco	Sat Apr 09 23:17:23 +0000 2016	"RT @RiseGeeklings: #StarWars #pet #toys on sale @Petco 
Even pets can get in on the fan fun. https://t.co/YVLM2zfpfu"	0.3	0.2	LadyMidnight81	"Portland, Oregon, USA"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	187	0	0
Dog Image	Sat Apr 09 00:08:23 +0000 2016	Comment of the Week: Bike trail advocates should take a lesson from dog parks https://t.co/JpRsyU5Weg https://t.co/MpiHwLKAlf	0	0	BikePortland	"Portland, Oregon, USA"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	1095	1	0
Petco	Sat Apr 09 23:17:23 +0000 2016	"RT @RiseGeeklings: #StarWars #pet #toys on sale @Petco 
Even pets can get in on the fan fun. https://t.co/YVLM2zfpfu"	0.3	0.2	LadyMidnight81	"Portland, Oregon, USA"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	187	0	0
Dog Park	Wed Apr 13 23:55:15 +0000 2016	RT @Sun_Daze_11: HALP!! #PDX Peeps!! #lostgracie through a hole in a dog park fence right next to #PIR pleaseÉ?? https://t.co/iutryhYYpd	0.142857143	0.267857143	steeverv73	"Portland,OR"	"45.5202471, -122.6741948"	"45.5202471, -122.6741948"	577	18	0
Dog Image	Sat Apr 16 21:50:10 +0000 2016	RT @SavageJihad: My dog loves playing frisbee https://t.co/EmnBlJ2FdC	0	0	Chaloobey	"Hillsboro, OR"	"45.5228939, -122.9898269"	"45.5228939, -122.9898269"	76	0	0
Petco	Tue Apr 12 00:21:53 +0000 2016	@paultryk are you going to jantzen beach petco or	0	0	NegativeRenard	"Vancouver, WA"	"45.6306954, -122.6744556"	"45.6306954, -122.6744556"		31	
Petsmart	Fri Apr 08 03:18:03 +0000 2016	@PetSmart really sad to walk into your Vancouver WA store and see a tank of dead ghost shrimp on display. #standardofcare #shrimplivesmatter	-0.35	0.7	KBFugiel	"Vancouver, WA"	"45.6306954, -122.6744556"	"45.6306954, -122.6744556"		23	
Dog Treats	Sun Apr 10 23:06:36 +0000 2016	"Dog Food, Treats and Accessories https://t.co/tsRRY0CIHI RT @Johnnys_Spot"	0	0	Bozeman_News	"Bozeman, Montana"	"45.6799842, -111.0446747"	"45.6799842, -111.0446747"	228	0	0
Taste of the Wild	Fri Apr 15 16:51:26 +0000 2016	"""Get a taste of the wild side"" - thanks @DOYOUYOGA for including #cowgirlyoga in your best #yoga blogs of 2016! https://t.co/ldRs8RKcR6"	0.433333333	0.3	cowgirlyoga	"Bozeman, Montana"	"45.6799842, -111.0446747"	"45.6799842, -111.0446747"	228	7	1
Taste of the Wild	Fri Apr 15 16:51:26 +0000 2016	"""Get a taste of the wild side"" - thanks @DOYOUYOGA for including #cowgirlyoga in your best #yoga blogs of 2016! https://t.co/ldRs8RKcR6"	0.433333333	0.3	cowgirlyoga	"Bozeman, Montana"	"45.6799842, -111.0446747"	"45.6799842, -111.0446747"	75	0	0
At Petsmart	Sat Apr 09 21:06:26 +0000 2016	RT @TheTipToeFairy: 8 Reasons Having a Pet FISH is Awesome! #ad @PetSmart #pets #family https://t.co/JlePf8ArX0 https://t.co/8WBKjrxEzn	1	1	sugarandsoulco	Maine	"45.709097, -68.85902"	"45.709097, -68.85902"	344	0	1
Dog Park	Fri Apr 08 23:47:09 +0000 2016	RT @princemjjjaxon: Lost dog in Kenneth Hahn Park! Please read the flyer and come help out if available! Any help is appreciated! https://tÉ??	0.375	0.25	WhenBabiesSmile	"Zagreb, Croatia "	"45.8131545, 15.9770298"	"45.8131545, 15.9770298"		0	
Pet Food	Fri Apr 15 23:02:05 +0000 2016	my dog loves this brand of dog food. she was having really bad skin issues on another bra... https://t.co/uCZM2hJbMB https://t.co/3jgkLxiLT8	-0.7	0.666666667	SMothershed86	Ridgefield wa	"45.8167616, -122.7433774"	"45.8167616, -122.7433774"	329	1214	0
Taste of the Wild	Fri Apr 15 23:02:05 +0000 2016	my dog loves this brand of dog food. she was having really bad skin issues on another bra... https://t.co/uCZM2hJbMB https://t.co/3jgkLxiLT8	-0.7	0.666666667	SMothershed86	Ridgefield wa	"45.8167616, -122.7433774"	"45.8167616, -122.7433774"	186	30	0
Taste of the Wild	Fri Apr 15 23:02:05 +0000 2016	my dog loves this brand of dog food. she was having really bad skin issues on another bra... https://t.co/uCZM2hJbMB https://t.co/3jgkLxiLT8	-0.7	0.666666667	SMothershed86	Ridgefield wa	"45.8167616, -122.7433774"	"45.8167616, -122.7433774"	76	11	0
At Petsmart	Sat Apr 09 23:45:32 +0000 2016	"I'm at @PetSmart in Bozeman, MT https://t.co/13z46oNknI"	0	0	AHoffenbacker	"Butte, MT"	"45.9843221, -112.5014684"	"45.9843221, -112.5014684"	737	19	0
Petsmart	Sat Apr 09 23:45:32 +0000 2016	"I'm at @PetSmart in Bozeman, MT https://t.co/13z46oNknI"	0	0	AHoffenbacker	"Butte, MT"	"45.9843221, -112.5014684"	"45.9843221, -112.5014684"	506	13	0
At Chewy	Sun Apr 10 19:59:48 +0000 2016	RT @Chewy: It's Friday and you can win your favorite Halo Treats! RT &amp; Follow for your chance to win! #FreebieFriday #Contest https://t.co/É??	0.808333333	0.6	zanderbear	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	228	0	0
At Chewy	Sun Apr 10 19:59:48 +0000 2016	RT @Chewy: It's Friday and you can win your favorite Halo Treats! RT &amp; Follow for your chance to win! #FreebieFriday #Contest https://t.co/É??	0.808333333	0.6	zanderbear	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	181	0	0
At Chewy	Thu Apr 14 00:02:52 +0000 2016	@HamiltonPug @Chewy @2blackpugz @tucker_pug @Sasha_Pug @barkbox @PugNamedFinn congrats to the winners!	0	0	KirbyPug	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	551	0	0
At Chewy	Thu Apr 14 00:00:37 +0000 2016	RT @HamiltonPug: #pugchat is winding down. The winners will be announced shortly! Thank you again to @Chewy and @barkbox!	-0.077777778	0.294444444	KirbyPug	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	471	0	0
At Chewy	Wed Apr 13 23:05:46 +0000 2016	RT @Chewy: Smile! RT &amp; Follow for a chance to win a Fancy Feast Variety Pack! #WhiskerWednesday#Giveaway #Contest https://t.co/BXKdTzDbSN	0.6875	0.25	zanderbear	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	988	0	0
At Chewy	Wed Apr 13 23:05:43 +0000 2016	RT @HamiltonPug: Thanks to @chewy for giving away prizes at tonightÉ??s #PugChat https://t.co/k0N5FUGhex	0.2	0.2	KirbyPug	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	212	0	0
Dog Treats	Fri Apr 08 01:15:21 +0000 2016	Organic Sweet Potato Chews for your 4 legged friend. Rawhide alternative. No additives. #dogs #etsy #organic https://t.co/xR3yMF4uIn	0.35	0.65	SmackiesTreats	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	2975	0	1
Dog Treats	Mon Apr 11 23:43:49 +0000 2016	RT @dmalcinovic: I tried one of Sofia's dog treats and it doesn't taste anything like peanut butter ????	0	0	9amandabaker	minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	13391	0	0
Dog Treats	Tue Apr 12 23:53:06 +0000 2016	Minnesota transgender bathroom bill 'treats my son like a dog' - KMSP https://t.co/zmTA846eDs	0	0	MinnesotaReport	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	173	0	0
Fromm	Tue Apr 12 21:01:04 +0000 2016	"""Only the person who has faith in himself is able to be faithful to others"" - Erich Fromm."	0.25	0.8125	book_Quots	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	99	1	0
